Program,State,CD,Facilities,Percent
CAA,SC,,17,0.7671480144404332
CWA,SC,,514,18.759124087591243
RCRA,SC,,63,1.2428486881041625
CAA,SC,3,2,0.5319148936170213
CWA,SC,3,101,36.86131386861314
RCRA,SC,3,10,1.5847860538827259
