Date,Sum
2010,44954178.955762
2011,41225356.237775005
2012,41828747.379089996
2013,41362910.24800002
2014,43522746.37900002
2015,44626563.78628404
2016,45437217.87
2017,43718896.53999997
2018,45858135.956999995
