Date,Sum
2010,31257719.91069999
2011,33670327.91066299
2012,32350024.608584017
2013,34050040.372
2014,32445102.323999997
2015,31422258.003999997
2016,29139499.446000017
2017,29293279.34200003
2018,31831359.734000005
