Date,Amount,Count
2001,0.0,2
2002,35000.0,2
2003,0.0,7
2004,0.0,6
2005,6500.0,5
2006,37320.0,2
2007,0.0,3
2008,0.0,1
2009,0.0,1
2010,0.0,3
2011,0.0,1
2012,0.0,4
2013,207723.0,8
2014,0.0,5
2015,0.0,9
2016,0.0,8
2017,0.0,9
2018,0.0,6
2019,20425.0,10
2020,19000.0,7
