Date,Count
2001,30
2002,80
2003,82
2004,99
2005,107
2006,149
2007,198
2008,186
2009,176
2010,197
2011,176
2012,200
2013,231
2014,173
2015,195
2016,552
2017,214
2018,187
2019,225
2020,108
