Date,Count
2001,100
2002,91
2003,105
2004,151
2005,161
2006,198
2007,199
2008,150
2009,128
2010,163
2011,196
2012,148
2013,132
2014,112
2015,110
2016,99
2017,79
2018,70
2019,62
2020,29
