Date,Amount,Count
2001,0.0,12
2002,0.0,20
2003,21600.0,96
2004,1200.0,110
2005,3600.0,102
2006,600.0,127
2007,4000.0,87
2008,199900.0,73
2009,168300.0,93
2010,3800.0,66
2011,453900.0,41
2012,6700.0,83
2013,42500.0,63
2014,292253.0,111
2015,207381.27000000002,113
2016,184330.0,111
2017,0.0,123
2018,101340.0,117
2019,174000.0,113
2020,295000.0,59
