Date,Sum
2010,116701782.45672798
2011,124370104.22987065
2012,113516964.18127504
2013,112252305.25300002
2014,112803114.61500001
2015,101735630.366
2016,92825548.87100005
2017,85657466.06949998
2018,87755186.752
