Date,Amount,Count
2001,0.0,111
2002,0.0,68
2003,600.0,74
2004,1800.0,23
2005,1000000.0,32
2006,8000.0,16
2007,351400.0,42
2008,509200000.0,99
2009,2990000.0,86
2010,636825.0,71
2011,3106868.0,139
2012,3500.0,93
2013,94000.0,107
2014,24860000.0,106
2015,0.0,125
2016,16351500.0,282
2017,0.0,115
2018,0.0,489
2019,0.0,297
2020,0.0,29
