Date,Amount,Count
2001,44000.0,1
2002,0.0,3
2003,0.0,2
2004,0.0,10
2005,0.0,22
2006,50740.0,22
2007,156330.0,14
2008,3437.0,10
2009,0.0,7
2010,0.0,23
2011,7162.0,13
2012,9527.0,9
2013,0.0,12
2014,0.0,12
2015,35000.0,12
2016,0.0,8
2017,641685.0,8
2018,703600.0,7
2019,0.0,4
2020,64958.0,2
