Program,State,CD,Facilities,Percent
CAA,VA,,31,0.4764832462342454
CWA,VA,,620,13.399610979036092
RCRA,VA,,128,1.433370660694289
CAA,VA,9,9,0.9375
CWA,VA,9,168,13.614262560777956
RCRA,VA,9,21,2.6582278481012658
