Date,Amount,Count
2001,512300,37
2002,204500,17
2003,184300,14
2004,247450,16
2005,287700,29
2006,1046900,35
2007,1737850,39
2008,319850,24
2009,251030,28
2010,247470,22
2011,471094,20
2012,30950,13
2013,89872,20
2014,27650,6
2015,35650,10
2016,76525,25
2017,81150,15
2018,37460,5
2019,262600,10
