Year,Violations
2001,0
2002,0
2003,0
2004,0
2005,0
2006,0
2007,0
2008,0
2009,0
2010,0
2011,5
2012,7
2013,45
2014,3
2015,13
2016,2
2017,4
2018,23
2019,23
2020,6
