Program,State,CD,Facilities,Percent
CAA,CA,,315,12.252042007001167
CWA,CA,,2637,9.83808386807939
RCRA,CA,,648,0.23207340395814086
CAA,CA,36,1,6.666666666666667
CWA,CA,36,51,15.548780487804878
RCRA,CA,36,2,0.17167381974248927
