Program,State,CD,Facilities,Percent
CAA,CO,,54,0.27730704051763977
CWA,CO,,1846,20.43617845676962
RCRA,CO,,49,0.8239448461409113
CAA,CO,1,0,0.0
CWA,CO,1,135,19.911504424778762
RCRA,CO,1,13,1.306532663316583
