Date,Sum
2010,6932107.922175
2011,6550570.772000001
2012,5735543.567458001
2013,4888243.97
2014,4595542.058000001
2015,4821682.602000001
2016,3525522.888
2017,3017218.1359999995
2018,3303648.272
