Program,State,CD,Facilities,Percent
CAA,LA,,45,0.5092225868507413
CWA,LA,,3977,26.970025769700257
RCRA,LA,,231,1.3316423589093214
CAA,LA,2,13,2.6052104208416833
CWA,LA,2,313,25.88916459884202
RCRA,LA,2,67,2.1852576647097193
