Date,Count
2001,32
2002,38
2003,57
2004,61
2005,55
2006,22
2007,105
2008,42
2009,81
2010,99
2011,61
2012,65
2013,54
2014,88
2015,70
2016,65
2017,87
2018,71
2019,63
2020,7
