,Amount,Count
2001,0.0,16
2002,150000.0,22
2003,0.0,10
2004,0.0,16
2005,0.0,8
2006,22000.0,16
2007,1500.0,12
2008,12600.0,11
2009,12500.0,7
2010,596825.0,9
2011,0.0,8
2012,0.0,4
2013,0.0,1
2014,157500.0,10
2015,0.0,6
2016,0.0,4
2017,0.0,0
2018,0.0,9
2019,0.0,7
