Year,Violations
2001,18
2002,19
2003,72
2004,254
2005,295
2006,437
2007,421
2008,445
2009,373
2010,475
2011,422
2012,364
2013,356
2014,334
2015,253
2016,227
2017,293
2018,297
2019,375
2020,156
