,Amount,Count
2001,140200.0,51
2002,271330.0,66
2003,439000.0,36
2004,103500.0,40
2005,43000.0,30
2006,56000.0,45
2007,63500.0,35
2008,72620.0,62
2009,61345.0,44
2010,662823.0,32
2011,101023.0,26
2012,94985.0,25
2013,24600.0,12
2014,214753.0,42
2015,1056450.0,42
2016,56300.0,26
2017,142088.0,44
2018,31399.0,42
2019,25800.0,57
2020,0.0,25
