Program,State,CD,Facilities,Percent
CAA,FL,,75,1.8815855494229805
CWA,FL,,511,2.415504608839518
RCRA,FL,,194,0.6873826311873295
CAA,FL,15,2,1.1299435028248588
CWA,FL,15,19,2.638888888888889
RCRA,FL,15,3,0.33444816053511706
