Year,Violations
2001,28
2002,37
2003,82
2004,75
2005,49
2006,59
2007,108
2008,126
2009,192
2010,241
2011,482
2012,461
2013,633
2014,617
2015,1287
2016,1765
2017,1859
2018,2475
2019,3462
2020,3231
