Program,State,CD,Facilities,Percent
CAA,AZ,,5,1.25
CWA,AZ,,82,10.28858218318695
RCRA,AZ,,36,0.8526764566556134
CAA,AZ,1,1,1.4492753623188406
CWA,AZ,1,36,9.917355371900827
RCRA,AZ,1,6,1.4218009478672986
