Date,Amount,Count
2001,18806.0,40
2002,30150.0,36
2003,47774.0,17
2004,22920.0,38
2005,112572.3,32
2006,36748.0,29
2007,34866.0,21
2008,19633.0,19
2009,29525.0,35
2010,32329.0,27
2011,19960.0,34
2012,46732.38,38
2013,9250.0,13
2014,95803.2,17
2015,24265.0,22
2016,67825.0,11
2017,439546.0,10
2018,0.0,3
2019,7340.0,2
2020,0.0,4
