Date,Sum_District,Sum_State
2010,875194.224197,112237452.11440237
2011,740349.5489269999,111471552.27011228
2012,1471405.690369,123026204.84424603
2013,694805.766,122957830.8989999
2014,870056.742,123607832.87198098
2015,646862.902,119545675.77058204
2016,874494.164,110809832.73011795
2017,733019.498,107054180.31674504
2018,652391.9339999999,108394920.90080598
