Date,Sum
2010,60663478.219366
2011,59354114.972600035
2012,59030720.61868397
2013,61707263.0987
2014,61340597.565813005
2015,58251755.59805204
2016,52689725.79502497
2017,51687607.939737
2018,55229883.49626799
