Date,Count
2001,2
2002,0
2003,21
2004,16
2005,20
2006,7
2007,7
2008,6
2009,9
2010,9
2011,10
2012,12
2013,9
2014,9
2015,7
2016,1
2017,5
2018,4
2019,9
2020,7
