Date,Count
2001,2
2002,0
2003,9
2004,16
2005,11
2006,2
2007,16
2008,15
2009,20
2010,5
2011,14
2012,22
2013,33
2014,22
2015,19
2016,4
2017,0
2018,2
2019,20
