Program,State,CD,Facilities,Percent
CAA,MA,,78,1.6821220616778088
CWA,MA,,494,8.097033273233896
RCRA,MA,,372,1.372592428603055
CAA,MA,4,3,0.5802707930367506
CWA,MA,4,40,6.622516556291391
RCRA,MA,4,28,1.0806638363566192
