Date,Sum_District,Sum_State
2010,1197297.3826330001,134667906.9619779
2011,1224415.9442929272,137244823.40361843
2012,1275754.3626964977,130753588.01675558
2013,1232775.7940000002,133994930.2055999
2014,1201375.1800000002,132191345.17720005
2015,1220922.3020000001,120193995.19169997
2016,1417034.7460000003,106959334.69889997
2017,1150136.833,102486435.41340005
2018,1311434.628,106373724.53929998
