Date,Count
2001,110
2002,134
2003,157
2004,114
2005,151
2006,73
2007,77
2008,47
2009,76
2010,99
2011,96
2012,110
2013,105
2014,86
2015,46
2016,66
2017,40
2018,11
2019,35
2020,1
