Year,Violations
2001,105
2002,122
2003,154
2004,173
2005,220
2006,269
2007,280
2008,695
2009,596
2010,413
2011,537
2012,538
2013,724
2014,920
2015,921
2016,936
2017,575
2018,603
2019,587
2020,365
