Date,Sum
2010,158000438.54859495
2011,152226637.99525255
2012,136059139.74821326
2013,139710236.56099996
2014,139772498.96399993
2015,122674620.66999993
2016,118936524.57599995
2017,118932829.20099999
2018,116049037.6908
